
0;INEA E PCT TRANSPORTES EIRELI ;REL. FATURAS PERIODO 07/01/26 A 07/04/26;08/04/26;02:32
1;FATURA;CNPJ/CPF;CLIENTE;ABC;VENDEDOR;ULTIMO MOVIMENTO;DDD;TELEFONE;E-MAIL COBRANCA;TIPO DE COBRANCA;BANCO/CARTEIRA;AGENCIA/CONTA;PERIODICIDADE;ENDERECO;BAIRRO;CEP;UF;CIDADE;FIL;EMPRESA;EMISSAO;VENC ORI;VENCIMEN;CANCELAM;DATA PROMESSA;PAGAMENTO;DATA CREDITO CAIXA;VALOR CREDITO CAIXA;DIAS ATRASO;LIQUIDADA/ATRASADA;PROTESTADA/CARTORIO;SPC/SERASA;PRORROGADA;VLR CTRCS;VLR DEBITO;VLR CREDITO;MOTIVO_DEBITO/CREDITO;VLR FATUR;JURPREV;MULTAPREV;JUROS;DESCONTO;PGTO PARCIAL;VLR PAGO;SALDO;TIPO BAIXA;NRO TIT BCO;LOGIN EMIT;ULTIMA OCORRENCIA;UNIDADE RESPONSAVEL;PRE-FATURA (EDI);DATA PERDA;DDD TELEFONE COBRANCA;TELEFONE COBRANCA;
2;0006119-1;75339051000141�;DOCOL INDUSTRIA E COMERCIO LTD;A2;ALEXSANDRO OLIVEIRA FAGUNDES  ;07/04/26;47;34511343 ;nfedocol@docol.com.br,samoel.stopa@docol.com.br,patricia.furtado@docol.com.br;CARTEIRA  ;MATRIZ                        ;                    ;MENSAL              ;AV. EDMUNDO DOUBRAWA,1001     ;ZONA IND. NORTE     ;89219-502 ;SC;JOINVILLE                     ;JOI;  1;11/01/26;08/02/26;08/02/26;NAO TEM ;;10/02/26;DIVERSAS;      8.496,20;   2;LIQUIDADO;;;;      8.496,20;          0,00;          0,00;;      8.496,20;          1,13;          0,00;          0,00;          0,00;          0,00;      8.496,20;          0,00;Manual  ;           0 ;nilza   ;LIQUIDACAO MANUAL DA FATURA (op 457) BC:341 AG:2798 CT:18850;JOI;0;        ;  ;         
2;0006130-1;08890838000452�;LPS DISTR DE MATERIAIS ELETRIC;B.;ALEXSANDRO OLIVEIRA FAGUNDES  ;07/04/26;47;35121500 ;transportes@avantlux.com.br,faturasgfe@avantlux.com.br;BANCO     ;SICREDI                       ;02602 - 000021961   ;SEMANAL             ;RUA DONA FRANCISC,8300-BLOCO M;ZONA INDL NORTE     ;89219-600 ;SC;JOINVILLE                     ;JOI;  1;12/01/26;28/01/26;28/01/26;NAO TEM ;;28/01/26;29/01/2026;        196,64;    ;LIQUIDADO;;;;        196,64;          0,00;          0,00;;        196,64;          0,00;          0,00;          0,00;          0,00;          0,00;        196,64;          0,00;Bancaria;    26201186 ;nilza   ;DEBITO DE CUSTAS;JOI;0;        ;  ;         
2;0006131-0;03011796000176�;MASSTER PLASTICOS LTDA.       ;B2;ARIO DOS SANTOS               ;06/04/26;47;34240746 ;financeiro@massterplasticos.com.br;BANCO     ;BANCO ITAU S.A.               ;02798 - 000018850   ;DIARIO              ;AV DAS INDUSTRIAS,778         ;PORTO GRANDE        ;89245-000 ;SC;ARAQUARI                      ;JOI;  1;12/01/26;26/01/26;26/01/26;NAO TEM ;;26/01/26;27/01/2026;        702,07;    ;LIQUIDADO;;;;        702,07;          0,00;          0,00;;        702,07;          0,00;          0,00;          0,00;          0,00;          0,00;        702,07;          0,00;Bancaria;        2792 ;nilza   ;LIQUIDACAO NORMAL;JOI;0;        ;  ;         
2;0006132-8;11894188000266�;MELFI IMP E COM FERRAMENTAS EI;B2;ALEXSANDRO OLIVEIRA FAGUNDES  ;06/04/26;11;49962955 ;wellington@melfi.net.br,cassia@melfi.net.br;BANCO     ;SICREDI                       ;02602 - 000021961   ;DIARIO              ;RODO,1001-KM 01 ARMAZEM G5 M 5;ITAIPAVA            ;88316-001 ;SC;ITAJAI                        ;JOI;  1;12/01/26;26/01/26;26/01/26;NAO TEM ;;26/01/26;27/01/2026;      1.432,29;    ;LIQUIDADO;;;;      1.432,29;          0,00;          0,00;;      1.432,29;          0,00;          0,00;          0,00;          0,00;          0,00;      1.432,29;          0,00;Bancaria;    26201187 ;nilza   ;DEBITO DE CUSTAS;JOI;0;        ;  ;         
2;0006133-6;29379067000160�;MEU RODAPE LTDA               ;..;ALEXSANDRO OLIVEIRA FAGUNDES  ;06/02/26;47;33333333 ;logistica@meurodape.com,deise.nunes@meurodape.com;BANCO     ;SICREDI                       ;02602 - 000021961   ;DIARIO              ;AV GOVERNADOR ADOLFO KOND,1401;CIDADE NOVA         ;88308-001 ;SC;ITAJAI                        ;JOI;  1;12/01/26;26/01/26;26/01/26;NAO TEM ;;26/01/26;27/01/2026;      1.160,13;    ;LIQUIDADO;;;;      1.160,13;          0,00;          0,00;;      1.160,13;          0,00;          0,00;          0,00;          0,00;          0,00;      1.160,13;          0,00;Bancaria;    26201188 ;nilza   ;E-MAIL VISUALIZADO POR deise.nunes@meurodape.com. ID [0100019bb5edf56a-2597c493-de11-410f-93a8-423d8d6e10a4-000000];JOI;0;        ;  ;         
2;0006134-4;26145871000197�;OPEN MEDICAL COMERCIO IMPORTAC;C.;ARIO DOS SANTOS               ;03/03/26;47;35141400 ;adm@openmedical.com.br;BANCO     ;SICREDI                       ;02602 - 000021961   ;DIARIO              ;RUA MIGUEL MATTE,687          ;PINHEIROS           ;88331-030 ;SC;BALNEARIO CAMBORIU            ;JOI;  1;12/01/26;26/01/26;26/01/26;NAO TEM ;;26/01/26;27/01/2026;      2.204,59;    ;LIQUIDADO;;;;      2.364,55;          0,00;          0,00;;      2.364,55;          0,00;          0,00;          0,00;        159,96;          0,00;      2.204,59;          0,00;Bancaria;    26201189 ;nilza   ;DEBITO DE CUSTAS;JOI;0;        ;  ;         
2;0006135-2;20231436000107�;PENINSULA IMPORTACAO E EXPORTA;C2;ARIO DOS SANTOS               ;07/04/26;  ;         ;transporte@peninsulaimport.com.br;BANCO     ;SICREDI                       ;02602 - 000021961   ;DIARIO              ;TENENTE ANTONIO ,4488-GALPAO 1;JARDIM SOFIA        ;89223-395 ;SC;JOINVILLE                     ;JOI;  1;12/01/26;26/01/26;26/01/26;NAO TEM ;;26/01/26;27/01/2026;        117,83;    ;LIQUIDADO;;;;        117,83;          0,00;          0,00;;        117,83;          0,00;          0,00;          0,00;          0,00;          0,00;        117,83;          0,00;Bancaria;    26201190 ;nilza   ;DEBITO DE CUSTAS;JOI;0;        ;  ;         
2;0006136-1;12554478000142�;UNIFORTTE INDUSTRIA DE PLASTIC;B2;ALEXSANDRO OLIVEIRA FAGUNDES  ;07/04/26;47;34320707 ;administrativo@unifortte.ind.br, adm02@unifortte.com.br;BANCO     ;SICREDI                       ;02602 - 000021961   ;DIARIO              ;RUA ANTONIO JASPER,1111       ;PORTO GRANDE        ;89245-000 ;SC;ARAQUARI                      ;JOI;  1;12/01/26;26/01/26;26/01/26;NAO TEM ;;26/01/26;27/01/2026;      2.029,98;    ;LIQUIDADO;;;;      2.029,98;          0,00;          0,00;;      2.029,98;          0,00;          0,00;          0,00;          0,00;          0,00;      2.029,98;          0,00;Bancaria;    26201191 ;nilza   ;DEBITO DE CUSTAS;JOI;0;        ;  ;         
2;0006137-9;58514928002037�;MEXICHEM BRASIL INDUSTRIA DE T;A1;ALEXSANDRO OLIVEIRA FAGUNDES  ;07/04/26;47;34617000 ;financeiro@hdlogsul.com.br;CARTEIRA  ;MATRIZ                        ;                    ;SEMANAL             ;RUA LUIZ DELFINO,870          ;GLORIA              ;89216-120 ;SC;JOINVILLE                     ;JOI;  1;13/01/26;03/02/26;03/02/26;NAO TEM ;;20/02/26;20/02/2026;     18.528,05;  17;LIQUIDADO;;;;     18.528,05;          0,00;          0,00;;     18.528,05;         21,00;          0,00;          0,00;          0,00;          0,00;     18.528,05;          0,00;Manual  ;           0 ;nilza   ;LIQUIDACAO MANUAL DA FATURA (op 457) BC:001 AG:5214 CT:15688;JOI;0;        ;  ;         
2;0006138-7;36472934000173�;O QUEIMADAO DAS TELHAS LTDA   ;..;                              ;19/12/25;21;26652652 ;oqueimadaodastelhas@hotmail.com;BANCO     ;SICREDI                       ;02602 - 000021961   ;DIARIO              ;AV. CAMARIM,37-0              ;CENTRO              ;26383-140 ;RJ;QUEIMADOS                     ;RJO;  1;15/01/26;16/01/26;16/01/26;NAO TEM ;;16/01/26;19/01/2026;        431,23;    ;LIQUIDADO;;;;        431,23;          0,00;          0,00;;        431,23;          0,00;          0,00;          0,00;          0,00;          0,00;        431,23;          0,00;Bancaria;    26201192 ;nilza   ;DEBITO DE CUSTAS;RJO;0;        ;  ;         
2;0006139-5;23635798000143�;SCHULZ COMPRESSORES SA        ;C2;ALEXSANDRO OLIVEIRA FAGUNDES,A;11/03/26;47;34516412 ;nf-e@schulz.com.br,mayra.ziemer@schulz.com.br,keila.santos@schulz.com.br,aline.kricheldorf@schulz.com.br,ketlyn.mafra@schulz.com.br;BANCO     ;BANCO ITAU S.A.               ;02798 - 000018850   ;DIARIO              ;RUA DONA FRANCISCA,6901 A     ;ZONA INDUSTRIAL NORT;89219-600 ;SC;JOINVILLE                     ;JOI;  1;19/01/26;18/02/26;19/03/26;NAO TEM ;;19/03/26;20/03/2026;      3.146,69;    ;LIQUIDADO;;;PRORROGADA;      3.146,69;          0,00;          0,00;;      3.146,69;          0,00;          0,00;          0,00;          0,00;          0,00;      3.146,69;          0,00;Bancaria;        2793 ;nilza   ;LIQUIDACAO NORMAL;JOI;0;        ;  ;         
2;0006140-9;03485170000100�;SOCELPLAST IND DE PLAST LTDA  ;C2;ALEXSANDRO OLIVEIRA FAGUNDES  ;02/04/26;47;30285111 ;socel@socel.ind.br;BANCO     ;SICREDI                       ;02602 - 000021961   ;DIARIO              ;RUA MARIO PEDRO SCHOPING, ,000;VILA NOVA           ;89237-245 ;SC;JOINVILLE                     ;JOI;  1;19/01/26;02/02/26;02/02/26;NAO TEM ;;02/02/26;03/02/2026;        316,59;    ;LIQUIDADO;;;;        316,59;          0,00;          0,00;;        316,59;          0,00;          0,00;          0,00;          0,00;          0,00;        316,59;          0,00;Bancaria;    26201193 ;nilza   ;DEBITO DE CUSTAS;JOI;0;        ;  ;         
2;0006141-7;02314099000121�;FRANKE SISTEMAS DE COZINHAS DO;.2;ALEXSANDRO OLIVEIRA FAGUNDES  ;15/01/26;47;34310572 ;ks-logistica.br@franke.com;CARTEIRA  ;MATRIZ                        ;                    ;DIARIO              ;RUA DONA ,8300-BLOCO N SALA 49;ZONA INDUSTRIAL NORT;89219-600 ;SC;JOINVILLE                     ;JOI;  1;19/01/26;02/02/26;02/02/26;NAO TEM ;;        ;;;  65;ATRASADA;;;;        125,67;          0,00;          0,00;;        125,67;          0,54;          0,00;          0,00;          0,00;          0,00;          0,00;        125,67;        ;           0 ;nilza   ;E-MAIL (Atraso de Liquidacao) VISUALIZADO POR ks-logistica.br@franke.com. ID [0100019c668308ed-d286589e-c872-4eb7-a6e5-e0650bdc215c-000000];JOI;0;        ;  ;         
2;0006142-5;58587080000294�;BRAFT DO BRASIL IMPORTACAO E E;B.;ALEXSANDRO OLIVEIRA FAGUNDES  ;07/04/26;11;24049400 ;logistica3@braft.com.br, logistica4@braft.com.br;BANCO     ;SICREDI                       ;02602 - 000021961   ;SEMANAL             ;RUA ONZE DE JUN,189-SALA 307 T;FAZENDA             ;88301-660 ;SC;ITAJAI                        ;JOI;  1;19/01/26;29/01/26;29/01/26;NAO TEM ;;29/01/26;30/01/2026;      2.682,01;    ;LIQUIDADO;;;;      2.682,01;          0,00;          0,00;;      2.682,01;          0,00;          0,00;          0,00;          0,00;          0,00;      2.682,01;          0,00;Bancaria;    26201194 ;nilza   ;DEBITO DE CUSTAS;JOI;0;        ;  ;         
2;0006143-3;42002082000153�;CASA DI MATTEO LTDA           ;B2;ARIO DOS SANTOS               ;06/04/26;47;32730101 ;logistica@claw.ind.br,financeiro1@claw.ind.br;BANCO     ;SICREDI                       ;02602 - 000021961   ;DIARIO              ;R LENO NICOLUZZI,178          ;AGUA VERDE          ;89254-620 ;SC;JARAGUA DO SUL                ;JOI;  1;19/01/26;02/02/26;02/02/26;NAO TEM ;;02/02/26;03/02/2026;      7.844,46;    ;LIQUIDADO;;;;      7.844,46;          0,00;          0,00;;      7.844,46;          0,00;          0,00;          0,00;          0,00;          0,00;      7.844,46;          0,00;Bancaria;    26201195 ;nilza   ;DEBITO DE CUSTAS;JOI;0;        ;  ;         
2;0006144-1;13890656000179�;CLAW COML IMPORTADORA E EXPORT;B2;ARIO DOS SANTOS               ;07/04/26;47;32730101 ;financeiro1@claw.ind.br;BANCO     ;SICREDI                       ;02602 - 000021961   ;SEMANAL             ;RUA LENO NICOLUZZI,280        ;AGUA VERDE          ;89254-620 ;SC;JARAGUA DO SUL                ;JOI;  1;19/01/26;02/02/26;02/02/26;NAO TEM ;;02/02/26;03/02/2026;     14.684,16;    ;LIQUIDADO;;;;     14.684,16;          0,00;          0,00;;     14.684,16;          0,00;          0,00;          0,00;          0,00;          0,00;     14.684,16;          0,00;Bancaria;    26201196 ;nilza   ;DEBITO DE CUSTAS;JOI;0;        ;  ;         
2;0006145-0;81826166000163�;COPLASA DO BRASIL INDUSTRIA   ;C2;ALEXSANDRO OLIVEIRA FAGUNDES  ;07/04/26;47;32748009 ;marcella@coplasa.com.br;BANCO     ;SICREDI                       ;02602 - 000021961   ;SEMANAL             ;RUA ALBERTO BORCHARDT,257     ;ANO BOM             ;89278-000 ;SC;CORUPA                        ;JOI;  1;19/01/26;29/01/26;29/01/26;NAO TEM ;;29/01/26;30/01/2026;      1.598,69;    ;LIQUIDADO;;;;      1.598,69;          0,00;          0,00;;      1.598,69;          0,00;          0,00;          0,00;          0,00;          0,00;      1.598,69;          0,00;Bancaria;    26201197 ;nilza   ;DEBITO DE CUSTAS;JOI;0;        ;  ;         
2;0006146-8;06913480002616�;DIMENSIONAL BRASIL SOLUCOES LT;C2;ALEXSANDRO OLIVEIRA FAGUNDES  ;01/04/26;47;34273318 ;isabella.lima@sonepar.com.br, igor.silva@sonepar.com.br, contasapagar@sonepar.com.br, samuel.david@sonepar.com.br;CARTEIRA  ;MATRIZ                        ;                    ;DIARIO              ;ESTR. MUNICIPAL VEREADOR ,3300;PALMITAL            ;89248-000 ;SC;GARUVA                        ;JOI;  1;19/01/26;18/02/26;18/02/26;NAO TEM ;;18/02/26;18/02/2026;     11.384,93;    ;LIQUIDADO;;;;     11.384,93;          0,00;          0,00;;     11.384,93;          0,00;          0,00;          0,00;          0,00;          0,00;     11.384,93;          0,00;Manual  ;           0 ;nilza   ;LIQUIDACAO MANUAL DA FATURA (op 457) BC:748 AG:2602 CT:21961;JOI;0;        ;  ;         
2;0006147-6;11040609000100�;H. D. LOG TRANSPORTES LTDA - M;.1;                              ;07/04/26;21;33057650 ;contasapagar@hdlog.com.br;CARTEIRA  ;MATRIZ                        ;                    ;MENSAL              ;R PADRE GUILHERME DECAMIN,1950;SANTA CRUZ          ;23575-000 ;RJ;RIO DE JANEIRO                ;RJO;  1;19/01/26;09/02/26;09/02/26;NAO TEM ;;        ;;;  58;ATRASADA;;;;     13.733,52;          0,00;          0,00;;     13.733,52;         53,10;          0,00;          0,00;          0,00;          0,00;          0,00;     13.733,52;        ;           0 ;nilza   ;E-MAIL (Atraso de Liquidacao) VISUALIZADO POR contasapagar@hdlog.com.br. ID [0100019c8fba6e87-1b9a7244-c3f5-4624-b66d-9bb58cdfc901-000000];RJO;0;        ;  ;         
2;0006148-4;08890838000452�;LPS DISTR DE MATERIAIS ELETRIC;B.;ALEXSANDRO OLIVEIRA FAGUNDES  ;07/04/26;47;35121500 ;transportes@avantlux.com.br,faturasgfe@avantlux.com.br;BANCO     ;SICREDI                       ;02602 - 000021961   ;SEMANAL             ;RUA DONA FRANCISC,8300-BLOCO M;ZONA INDL NORTE     ;89219-600 ;SC;JOINVILLE                     ;JOI;  1;19/01/26;13/02/26;13/02/26;NAO TEM ;;12/02/26;13/02/2026;     24.260,96;    ;LIQUIDADO;;;;     24.400,96;          0,00;          0,00;;     24.400,96;          0,00;          0,00;          0,00;        140,00;          0,00;     24.260,96;          0,00;Bancaria;    26201198 ;nilza   ;DEBITO DE CUSTAS;JOI;0;        ;  ;         
2;0006149-2;03011796000176�;MASSTER PLASTICOS LTDA.       ;B2;ARIO DOS SANTOS               ;06/04/26;47;34240746 ;financeiro@massterplasticos.com.br;BANCO     ;BANCO ITAU S.A.               ;02798 - 000018850   ;DIARIO              ;AV DAS INDUSTRIAS,778         ;PORTO GRANDE        ;89245-000 ;SC;ARAQUARI                      ;JOI;  1;19/01/26;02/02/26;02/02/26;NAO TEM ;;02/02/26;03/02/2026;        640,45;    ;LIQUIDADO;;;;        640,45;          0,00;          0,00;;        640,45;          0,00;          0,00;          0,00;          0,00;          0,00;        640,45;          0,00;Bancaria;        2794 ;nilza   ;LIQUIDACAO NORMAL;JOI;0;        ;  ;         
2;0006150-6;24742869000250�;MCR IND E COM DE ART DE TOUC  ;..;ALEXSANDRO OLIVEIRA FAGUNDES  ;15/01/26;11;36288969 ;dirceu.parente@mqhair.com.br;BANCO     ;BANCO ITAU S.A.               ;02798 - 000018850   ;DIARIO              ;R JOAO THOMAZ P,1570-MODULO 08;CANHANDUBA          ;88313-045 ;SC;ITAJAI                        ;JOI;  1;19/01/26;02/02/26;02/02/26;NAO TEM ;;02/02/26;03/02/2026;        164,69;    ;LIQUIDADO;;;;        164,69;          0,00;          0,00;;        164,69;          0,00;          0,00;          0,00;          0,00;          0,00;        164,69;          0,00;Bancaria;        2795 ;nilza   ;LIQUIDACAO NORMAL;JOI;0;        ;  ;         
