0;INEA E PCT TRANSPORTES EIRELI ;BANCO_DE_DADOS_DO_CTRC;08/04/26
1; sigla_ctrc; numero_ctrc; sigla_cte; numero_cte; ctrc/subcontr; nro_chave_acesso_cte; situacao_ctrc; data_emissao; hora_emissao; serie_nf; numero_nf; demais_nf; prev_ent; fil_dest; praca_destino; cidade_destino; uf_destino; qtde_volume; tipo_mercadoria; veiculo_coleta; veiculo_entrega; cubagem; cubagem_original; peso_real; peso_real_original; kg_calculo; valor_n_fiscal; tipo_frete; sit_liquidacao; numero_controle; usu_inc; remetente_nome; remetente_cnpj; remetente_inscr; remet_endereco; remet_cep; remet_cidade; remet_uf; remet_data_inc; destinatario_nome; dest_cnpj; dest_inscr; dest_endereco; dest_cep; dest_cidade; dest_uf; dest_data_inc; pagador_nome; pag_cnpj; unid_resp_pagador; observ1; observ2; entrega/redesp_nome; entr_endereco; entr_cep; entr_cidade; entr_uf; ult_ocorr_local; ult_ocorr_data; ult_ocorr_hora; ult_ocorr_codigo; ult_ocorr_descricao; ult_instr; tabela_calculo; desc_tabela; frete_peso; frete_valor; aliquota; vlr_icms; despacho; cat; itr; gris; coleta; tde; trt; canhoto; pedagio; outros_impostos; desconto; suframa; valor_local; valor_tas; reembolso; valor_frete; cfop; tipo_cobranca; fatura; valor_liquido; vlr_liquidado; data_liquidacao; data_credito_caixa; rel_comissao_exp; rel_comissao rec; rel_comissao_vend; pacote; sgl_unid_emit; nro_manifesto; cod_vendedor; nome_vendedor; tipo_documento; entrega_dificil; adic_frete; vlr_comissao_rec; vlr_comissao_exp; vlr_ibs_mun; vlr_ibs_est; vlr_cbs;
3;JOI;121795-0;001;120024;C;42260431541869000177570010001200241000336846�;PENDENTE;07/04/2026;13:27;8;609078;�;15/04/2026;RJO;RJOI;VOLTA REDONDA;RJ;00001;000001;LTB3C34;;0,0051;0,0000;0,05;0,0000;1,53;86,37;CIF;PENDENTE;0;;DOCOL INDUSTRIA E COMERCIO LTD;75.339.051/0001-41;250767805�;AV. EDMUNDO DOUBRAWA,1001;89219502;JOINVILLE;SC;22/11/2018;GUSTAVO DE CASTRO SANTANNA;141.646.487-59;ISENTO�;RODOVIA DO RJ 153,3657;27288001;VOLTA REDONDA;RJ;07/04/2026;DOCOL INDUSTRIA E COMERCIO LTD;75.339.051/0001-41;JOI;';';GUSTAVO DE CASTRO SANTANNA;RODOVIA DO RJ 153 , 3657;27200001;VOLTA REDONDA;RJ;082;07/04/2026;19:08;082;SAIDA DA UNIDADE;Saida da unidade JOINVILLE em 07/04/26, 19:08h. Previsao de chegada na unidade RIO DE JANEIRO em 08/04/26, 12:00h.;COMBINADA;30,15%;35,47;0,35;12,00;14,18;36,72;0,00;0,00;3,94;0,00;0,00;0,00;0,00;16,79;0,00;0,00;0,00;0,00;4,87;0,00;118,19;6353;CARTEIRA;;118,19;0,00;;;0;0;0;  0000000;JOI;1327;1;ALEXSANDRO OLIVEIRA FAGUNDES  ;NORMAL;N;0,00;         0,00;         0,00;0,00;0,10;0,90;
3;JOI;121796-8;001;120025;C;42260431541869000177570010001200251000336851�;PENDENTE;07/04/2026;13:27;8;608526;�;13/04/2026;RJO;RJOP;RIO DE JANEIRO;RJ;00001;000001;LTB3C34;;0,0051;0,0000;0,84;0,0000;1,53;277,50;CIF;PENDENTE;0;;DOCOL INDUSTRIA E COMERCIO LTD;75.339.051/0001-41;250767805�;AV. EDMUNDO DOUBRAWA,1001;89219502;JOINVILLE;SC;22/11/2018;REAL-TEC BARRA COMERCIO E SERI;04.334.818/0001-00;77151028�;AV DAS AMERICAS,1917;22631000;RIO DE JANEIRO;RJ;19/02/2019;DOCOL INDUSTRIA E COMERCIO LTD;75.339.051/0001-41;JOI;';';;;20000001;RIO DE JANEIRO;RJ;082;07/04/2026;19:08;082;SAIDA DA UNIDADE;Saida da unidade JOINVILLE em 07/04/26, 19:08h. Previsao de chegada na unidade RIO DE JANEIRO em 08/04/26, 12:00h.;COMBINADA;42,46%;33,38;1,11;12,00;11,25;17,36;0,00;0,00;3,94;0,00;0,00;0,00;0,00;16,79;0,00;0,00;0,00;0,00;4,87;0,00;93,78;6353;CARTEIRA;;93,78;0,00;;;0;0;0;  0000000;JOI;1327;1;ALEXSANDRO OLIVEIRA FAGUNDES  ;NORMAL;N;0,00;         0,00;         0,00;0,00;0,08;0,72;
3;JOI;121797-6;001;120026;C;42260431541869000177570010001200261000336867�;PENDENTE;07/04/2026;13:27;8;609059;�;13/04/2026;RJO;RJOP;RIO DE JANEIRO;RJ;00001;000001;LTB3C34;;0,0105;0,0000;3,60;0,0000;3,60;481,89;CIF;PENDENTE;0;;DOCOL INDUSTRIA E COMERCIO LTD;75.339.051/0001-41;250767805�;AV. EDMUNDO DOUBRAWA,1001;89219502;JOINVILLE;SC;22/11/2018;EKKO 80 COMERCIO DE REVESTIMEN;09.193.193/0001-19;78459271�;EST DO BARRO VERME,1835-GALPAO;21540502;RIO DE JANEIRO;RJ;24/04/2019;DOCOL INDUSTRIA E COMERCIO LTD;75.339.051/0001-41;JOI;';';;;20000001;RIO DE JANEIRO;RJ;082;07/04/2026;19:08;082;SAIDA DA UNIDADE;Saida da unidade JOINVILLE em 07/04/26, 19:08h. Previsao de chegada na unidade RIO DE JANEIRO em 08/04/26, 12:00h.;COMBINADA;41,99%;33,38;1,93;12,00;11,43;17,36;0,00;0,00;3,94;0,00;0,00;0,00;0,00;16,79;0,00;0,00;0,00;0,00;4,87;0,00;95,26;6353;CARTEIRA;;95,26;0,00;;;0;0;0;  0000000;JOI;1327;1;ALEXSANDRO OLIVEIRA FAGUNDES  ;NORMAL;N;0,00;         0,00;         0,00;0,00;0,08;0,73;
3;JOI;121798-4;001;120027;C;42260431541869000177570010001200271000336872�;PENDENTE;07/04/2026;13:28;8;607037;�;13/04/2026;RJO;RJOR;NITEROI;RJ;00001;000001;LTB3C34;;0,0470;0,0000;4,28;0,0000;14,10;1.671,44;CIF;PENDENTE;0;;DOCOL INDUSTRIA E COMERCIO LTD;75.339.051/0001-41;250767805�;AV. EDMUNDO DOUBRAWA,1001;89219502;JOINVILLE;SC;22/11/2018;04.11 BOTTINO MATERIAIS DE CON;05.879.152/0013-63;79924245�;R SAO LOURENCO,81;24060008;NITEROI;RJ;08/02/2019;DOCOL INDUSTRIA E COMERCIO LTD;75.339.051/0001-41;JOI;';';;;24000000;NITEROI;RJ;082;07/04/2026;19:08;082;SAIDA DA UNIDADE;Saida da unidade JOINVILLE em 07/04/26, 19:08h. Previsao de chegada na unidade RIO DE JANEIRO em 08/04/26, 12:00h.;COMBINADA;-40,67%;43,89;6,69;12,00;31,70;17,36;0,00;0,00;3,94;0,00;130,00;0,00;0,00;16,79;0,00;0,00;0,00;0,00;4,87;0,00;264,20;6353;CARTEIRA;;264,20;0,00;;;0;0;0;  0000000;JOI;1327;1;ALEXSANDRO OLIVEIRA FAGUNDES  ;NORMAL;S;0,00;         0,00;         0,00;0,00;0,22;2,02;
3;JOI;121799-2;001;120028;C;42260431541869000177570010001200281000336888�;PENDENTE;07/04/2026;13:28;8;607611;�;13/04/2026;RJO;RJOP;RIO DE JANEIRO;RJ;00001;000001;LTB3C34;;0,0211;0,0000;6,25;0,0000;6,33;3.054,20;CIF;PENDENTE;0;;DOCOL INDUSTRIA E COMERCIO LTD;75.339.051/0001-41;250767805�;AV. EDMUNDO DOUBRAWA,1001;89219502;JOINVILLE;SC;22/11/2018;BMC ATACADISTA LTDA;52.031.869/0001-05;13343799�;EST DO PONTAL,565;22790877;RIO DE JANEIRO;RJ;05/02/2025;DOCOL INDUSTRIA E COMERCIO LTD;75.339.051/0001-41;JOI;';';;;20000001;RIO DE JANEIRO;RJ;082;07/04/2026;19:08;082;SAIDA DA UNIDADE;Saida da unidade JOINVILLE em 07/04/26, 19:08h. Previsao de chegada na unidade RIO DE JANEIRO em 08/04/26, 12:00h.;COMBINADA;-47,10%;33,38;12,22;12,00;31,74;17,36;0,00;0,00;6,41;0,00;130,00;0,00;0,00;16,79;0,00;0,00;0,00;0,00;4,87;0,00;264,51;6353;CARTEIRA;;264,51;0,00;;;0;0;0;  0000000;JOI;1327;1;ALEXSANDRO OLIVEIRA FAGUNDES  ;NORMAL;S;0,00;         0,00;         0,00;0,00;0,22;2,02;
3;JOI;121800-0;001;120029;C;42260431541869000177570010001200291000336893�;PENDENTE;07/04/2026;13:31;8;608746;�8-608964;13/04/2026;RJO;RJOP;RIO DE JANEIRO;RJ;00005;000001;LTB3C34;;0,0844;0,0000;21,33;0,0000;25,32;7.194,52;CIF;PENDENTE;0;;DOCOL INDUSTRIA E COMERCIO LTD;75.339.051/0001-41;250767805�;AV. EDMUNDO DOUBRAWA,1001;89219502;JOINVILLE;SC;22/11/2018;04.04 BOTTINO MATS DE CONSTR L;05.879.152/0001-20;77637974�;AV DAS AMERICAS,5150;22640102;RIO DE JANEIRO;RJ;25/11/2018;DOCOL INDUSTRIA E COMERCIO LTD;75.339.051/0001-41;JOI;';';;;20000001;RIO DE JANEIRO;RJ;082;07/04/2026;19:08;082;SAIDA DA UNIDADE;Saida da unidade JOINVILLE em 07/04/26, 19:08h. Previsao de chegada na unidade RIO DE JANEIRO em 08/04/26, 12:00h.;COMBINADA;-33,56%;50,09;28,78;12,00;38,99;17,36;0,00;0,00;15,09;0,00;130,00;0,00;0,00;16,79;0,00;0,00;0,00;0,00;4,87;0,00;324,91;6353;CARTEIRA;;324,91;0,00;;;0;0;0;  0000000;JOI;1327;1;ALEXSANDRO OLIVEIRA FAGUNDES  ;NORMAL;S;0,00;         0,00;         0,00;0,00;0,28;2,48;
3;JOI;121801-8;001;120030;C;42260431541869000177570010001200301000336908�;PENDENTE;07/04/2026;13:32;8;607065;�8-609074, 8-607439, 8-608552;13/04/2026;RJO;RJOP;RIO DE JANEIRO;RJ;00009;000001;LTB3C34;;0,2679;0,0000;44,43;0,0000;80,37;10.905,34;CIF;PENDENTE;0;;DOCOL INDUSTRIA E COMERCIO LTD;75.339.051/0001-41;250767805�;AV. EDMUNDO DOUBRAWA,1001;89219502;JOINVILLE;SC;22/11/2018;04.08 BOTTINO MATERIAS DE CONS;05.879.152/0006-34;79746673�;R SAO CLEMENTE,05-5A 7 7A 9;22260001;RIO DE JANEIRO;RJ;08/02/2019;DOCOL INDUSTRIA E COMERCIO LTD;75.339.051/0001-41;JOI;';';;;20000001;RIO DE JANEIRO;RJ;082;07/04/2026;19:08;082;SAIDA DA UNIDADE;Saida da unidade JOINVILLE em 07/04/26, 19:08h. Previsao de chegada na unidade RIO DE JANEIRO em 08/04/26, 12:00h.;COMBINADA;-12,26%;91,26;43,62;12,00;49,26;17,36;0,00;0,00;22,88;0,00;130,00;0,00;0,00;16,79;0,00;0,00;0,00;0,00;4,87;0,00;410,53;6353;CARTEIRA;;410,53;0,00;;;0;0;0;  0000000;JOI;1327;1;ALEXSANDRO OLIVEIRA FAGUNDES  ;NORMAL;S;0,00;         0,00;         0,00;0,00;0,35;3,13;
3;JOI;121802-6;001;120031;C;42260431541869000177570010001200311000336913�;PENDENTE;07/04/2026;13:33;8;608262;�8-608513;15/04/2026;RJO;RJOI;CABO FRIO;RJ;00002;000001;LTB3C34;;0,0103;0,0000;5,56;0,0000;5,56;1.048,08;CIF;PENDENTE;0;;DOCOL INDUSTRIA E COMERCIO LTD;75.339.051/0001-41;250767805�;AV. EDMUNDO DOUBRAWA,1001;89219502;JOINVILLE;SC;22/11/2018;D.A.S. COMERCIO E INSTALACAO E;02.828.889/0001-25;75598831�;R AIRTON SENA,SN;28921206;CABO FRIO;RJ;03/07/2023;DOCOL INDUSTRIA E COMERCIO LTD;75.339.051/0001-41;JOI;';';;;28900001;CABO FRIO;RJ;082;07/04/2026;19:08;082;SAIDA DA UNIDADE;Saida da unidade JOINVILLE em 07/04/26, 19:08h. Previsao de chegada na unidade RIO DE JANEIRO em 08/04/26, 12:00h.;COMBINADA;-48,25%;35,47;4,19;12,00;32,74;36,72;0,00;0,00;3,94;0,00;130,00;0,00;0,00;16,79;0,00;0,00;0,00;0,00;4,87;0,00;272,86;6353;CARTEIRA;;272,86;0,00;;;0;0;0;  0000000;JOI;1327;1;ALEXSANDRO OLIVEIRA FAGUNDES  ;NORMAL;S;0,00;         0,00;         0,00;0,00;0,23;2,08;
3;JOI;121803-4;001;120032;C;42260431541869000177570010001200321000336929�;PENDENTE;07/04/2026;13:33;2;017015;�;13/04/2026;RJO;RJOR;SAO JOAO DE MERITI;RJ;00004;000001;LTB3C34;;0,3023;0,0000;40,04;0,0000;90,69;5.952,00;CIF;PENDENTE;0;;DOCOL INDUSTRIA E COMERCIO LTD;75.339.051/0013-85;261471090�;RUA EIXO INDUSTRIAL HELLMU,800;89219512;JOINVILLE;SC;01/02/2022;SARGENTO FERRAGENS LTDA;31.555.733/0003-88;78917296�;R NICOLAU CHEUEN,241;25525111;SAO JOAO DE MERITI;RJ;12/02/2019;DOCOL INDUSTRIA E COMERCIO LTDA;75.339.051/0013-85;JOI;';';;;25500001;SAO JOAO DE MERITI;RJ;082;07/04/2026;19:08;082;SAIDA DA UNIDADE;Saida da unidade JOINVILLE em 07/04/26, 19:08h. Previsao de chegada na unidade RIO DE JANEIRO em 08/04/26, 12:00h.;COMBINADA;-15,73%;99,03;23,81;12,00;44,60;17,36;0,00;0,00;12,49;0,00;130,00;0,00;0,00;16,79;0,00;0,00;0,00;0,00;4,87;0,00;371,65;6353;CARTEIRA;;371,65;0,00;;;0;0;0;  0000000;JOI;1327;1;ALEXSANDRO OLIVEIRA FAGUNDES  ;NORMAL;S;0,00;         0,00;         0,00;0,00;0,32;2,84;
3;JOI;121804-2;001;120033;C;42260431541869000177570010001200331000336934�;PENDENTE;07/04/2026;13:33;2;017014;�;13/04/2026;RJO;RJOR;DUQUE DE CAXIAS;RJ;00004;000001;LTB3C34;;0,3023;0,0000;40,04;0,0000;90,69;5.952,00;CIF;PENDENTE;0;;DOCOL INDUSTRIA E COMERCIO LTD;75.339.051/0013-85;261471090�;RUA EIXO INDUSTRIAL HELLMU,800;89219512;JOINVILLE;SC;01/02/2022;CARDAO COMERCIO E IMPORTACAO L;02.039.540/0001-04;81183066�;R SIMAO DIAS,SN;25251000;DUQUE DE CAXIAS;RJ;25/11/2018;DOCOL INDUSTRIA E COMERCIO LTDA;75.339.051/0013-85;JOI;';';;;25000001;DUQUE DE CAXIAS;RJ;082;07/04/2026;19:08;082;SAIDA DA UNIDADE;Saida da unidade JOINVILLE em 07/04/26, 19:08h. Previsao de chegada na unidade RIO DE JANEIRO em 08/04/26, 12:00h.;COMBINADA;-15,73%;99,03;23,81;12,00;44,60;17,36;0,00;0,00;12,49;0,00;130,00;0,00;0,00;16,79;0,00;0,00;0,00;0,00;4,87;0,00;371,65;6353;CARTEIRA;;371,65;0,00;;;0;0;0;  0000000;JOI;1327;1;ALEXSANDRO OLIVEIRA FAGUNDES  ;NORMAL;S;0,00;         0,00;         0,00;0,00;0,32;2,84;
3;JOI;121805-1;001;120034;C;42260431541869000177570010001200341000336940�;CANCELADO;07/04/2026;13:48;1;000415;�;24/04/2026;ESO;ESOP;CARIACICA;ES;00093;000001;LTB3C34;;0,0000;0,0000;262,00;0,0000;262,00;9.047,72;CIF;CANCELADO;0;;VAESO COMERCIAL LTDA;58.092.341/0001-14;263268144�;RUA BRUNO GERMANO PONICK,140;89223230;JOINVILLE;SC;25/03/2026;GFN DO LAR LTDA;22.425.536/0001-91;083103252�;AV MARIO GURGEL,5353-PAVMTOL2 LOJA 207 ABVWXYZ;29145910;CARIACICA;ES;27/03/2026;VAESO COMERCIAL LTDA;58.092.341/0001-14;JOI;';- COTACAO COM FRETE FIXADO';;;29140001;CARIACICA;ES;099;07/04/2026;15:57;099;CTRC BAIXADO OU CANCELADO;QUANTIDADE DE VOLUMES INCORRETO;COTACAO;1,68%;668,30;22,81;07,00;51,58;35,98;0,00;0,00;9,77;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;736,86;6353;BANCO;;736,86;0,00;;;0;0;0;  0000000;;0;0;                              ;NORMAL;N;0,00;         0,00;         0,00;0,00;0,66;5,94;
3;JOI;121806-9;001;120035;S;42260431541869000177570010001200351000336955�;PENDENTE;07/04/2026;14:04;1;1476774;�;14/04/2026;RJO;RJOP;RIO DE JANEIRO;RJ;00006;000001;SXZ2I68;;0,0000;0,0000;20,17;0,0000;20,17;1.503,06;CIF;PENDENTE;0;;FERRAMENTAS GERAIS COMERCIO IM;92.664.028/0025-19;253894433�;ROD JORGE LACERDA,835-GALPAO11;88317100;ITAJAI;SC;23/06/2025;FORSHIP ENGENHARIA SA;02.657.017/0015-47;12270038�;AV ,5990-BLOCO 01 ALA A SL 117;24800065;ITABORAI;RJ;05/08/2025;H. D. LOG TRANSPORTES LTDA - M;11.040.609/0001-00;RJO;';';H. D. LOG TRANSPORTES LTDA - M;R PADRE GUILHERME DECAMINADA ,;20000001;RIO DE JANEIRO;RJ;082;07/04/2026;19:08;082;SAIDA DA UNIDADE;Saida da unidade JOINVILLE em 07/04/26, 19:08h. Previsao de chegada na unidade RIO DE JANEIRO em 08/04/26, 12:00h.;PERCENTUAL;46,67%;0,00;111,44;12,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;111,44;6360;CARTEIRA;;111,44;0,00;;;0;0;0;  0000000;JOI;1327;0;                              ;SUBCONTRATO;N;0,00;         0,00;         0,00;0,00;0,11;0,97;
3;JOI;121807-7;001;120036;C;42260431541869000177570010001200361000336960�;PENDENTE;07/04/2026;15:59;1;000415;�;24/04/2026;ESO;ESOP;CARIACICA;ES;00091;000001;LTB3C34;;0,0000;0,0000;262,00;0,0000;262,00;9.047,72;CIF;PENDENTE;0;;VAESO COMERCIAL LTDA;58.092.341/0001-14;263268144�;RUA BRUNO GERMANO PONICK,140;89223230;JOINVILLE;SC;25/03/2026;GFN DO LAR LTDA;22.425.536/0001-91;083103252�;AV MARIO GURGEL,5353-PAVMTOL2 LOJA 207 ABVWXYZ;29145910;CARIACICA;ES;27/03/2026;VAESO COMERCIAL LTDA;58.092.341/0001-14;JOI;';- COTACAO COM FRETE FIXADO';;;29140001;CARIACICA;ES;082;07/04/2026;19:08;082;SAIDA DA UNIDADE;Saida da unidade JOINVILLE em 07/04/26, 19:08h. Previsao de chegada na unidade RIO DE JANEIRO em 08/04/26, 12:00h.;COTACAO;1,68%;668,30;22,81;07,00;51,58;35,98;0,00;0,00;9,77;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;736,86;6353;BANCO;;736,86;0,00;;;0;0;0;  0000000;JOI;1327;0;                              ;NORMAL;N;0,00;         0,00;         0,00;0,00;0,66;5,94;
3;JOI;121808-5;001;120037;C;42260431541869000177570010001200371000336976�;CANCELADO;07/04/2026;16:40;0;156394;�;14/04/2026;RJO;RJOP;RIO DE JANEIRO;RJ;00018;000001;QJX1A35;;0,0000;0,0000;2.976,73;0,0000;2.976,73;99.800,29;CIF;CANCELADO;0;;HIDRO FILTROS DO BRASIL IND.E;00.192.861/0001-19;260096253�;RUA: QUINZE DE OU,158-BLOCO D2;89239700;JOINVILLE;SC;21/10/2025;EVERSOFT INDUSTRIA E COM DE PL;08.782.043/0001-88;78279923�;R C,00671-NUM 00691. NUM 00693;21381460;RIO DE JANEIRO;RJ;29/04/2025;HIDRO FILTROS DO BRASIL IND.E;00.192.861/0001-19;JOI;';';;;20000001;RIO DE JANEIRO;RJ;099;07/04/2026;19:46;099;CTRC BAIXADO OU CANCELADO;MERCADORIA PRECISA SER CUBADA;COMBINADA;28,66%;2.585,52;399,20;12,00;466,87;32,00;0,00;0,00;199,60;0,00;0,00;0,00;0,00;204,00;0,00;0,00;0,00;0,00;3,36;0,00;3.890,55;6352;BANCO;;3.890,55;0,00;;;0;0;0;  0000000;;0;0;                              ;NORMAL;N;0,00;         0,00;         0,00;0,00;3,30;29,69;
3;JOI;121809-3;001;120038;C;42260431541869000177570010001200381000336981�;PENDENTE;07/04/2026;17:19;1;095164;�1-95217, 1-95219;13/04/2026;RJO;RJOR;DUQUE DE CAXIAS;RJ;00044;000001;SXZ2I68;;0,0000;0,0000;332,56;0,0000;332,56;18.860,77;CIF;PENDENTE;0;;CLAW COML IMPORTADORA E EXPORT;13.890.656/0001-79;256449201�;RUA LENO NICOLUZZI,280;89254620;JARAGUA DO SUL;SC;22/11/2018;BMB MATERIAL DE CONSTRUCAO S.A;23.476.033/0018-56;14488260�;R JOSE DA SILVA PEREIRA,SN;25230278;DUQUE DE CAXIAS;RJ;30/08/2024;CLAW COML IMPORTADORA E EXPORT;13.890.656/0001-79;JOI;';';;;25000001;DUQUE DE CAXIAS;RJ;082;07/04/2026;19:08;082;SAIDA DA UNIDADE;Saida da unidade JOINVILLE em 07/04/26, 19:08h. Previsao de chegada na unidade RIO DE JANEIRO em 08/04/26, 12:00h.;COMBINADA;11,89%;313,05;75,44;12,00;90,46;35,60;0,00;0,00;37,72;0,00;171,98;0,00;0,00;25,40;0,00;0,00;0,00;0,00;4,15;0,00;753,80;6353;BANCO;;753,80;0,00;;;0;0;0;  0000000;JOI;1327;4;ARIO DOS SANTOS               ;NORMAL;S;0,00;         0,00;         0,00;0,00;0,64;5,75;
3;JOI;121810-7;001;120039;C;42260431541869000177570010001200391000336997�;PENDENTE;07/04/2026;17:20;1;095152;�1-95234;13/04/2026;RJO;RJOR;MESQUITA;RJ;00033;000001;SXZ2I68;;0,0000;0,0000;250,33;0,0000;250,33;12.090,81;CIF;PENDENTE;0;;CLAW COML IMPORTADORA E EXPORT;13.890.656/0001-79;256449201�;RUA LENO NICOLUZZI,280;89254620;JARAGUA DO SUL;SC;22/11/2018;BMB MATERIAL DE CONSTRUCAO S.A;23.476.033/0013-41;13364443�;ROD PRESIDENTE DUTRA,SN;26574751;MESQUITA;RJ;28/08/2024;CLAW COML IMPORTADORA E EXPORT;13.890.656/0001-79;JOI;';';;;26550001;MESQUITA;RJ;082;07/04/2026;19:08;082;SAIDA DA UNIDADE;Saida da unidade JOINVILLE em 07/04/26, 19:08h. Previsao de chegada na unidade RIO DE JANEIRO em 08/04/26, 12:00h.;COMBINADA;10,61%;246,03;48,36;12,00;69,47;35,60;0,00;0,00;24,18;0,00;132,08;0,00;0,00;19,05;0,00;0,00;0,00;0,00;4,15;0,00;578,92;6353;BANCO;;578,92;0,00;;;0;0;0;  0000000;JOI;1327;4;ARIO DOS SANTOS               ;NORMAL;S;0,00;         0,00;         0,00;0,00;0,49;4,42;
3;JOI;121811-5;001;120040;C;42260431541869000177570010001200401000337005�;PENDENTE;07/04/2026;17:20;1;095215;�;13/04/2026;RJO;RJOP;RIO DE JANEIRO;RJ;00008;000001;SXZ2I68;;0,0000;0,0000;72,77;0,0000;72,77;4.245,64;CIF;PENDENTE;0;;CLAW COML IMPORTADORA E EXPORT;13.890.656/0001-79;256449201�;RUA LENO NICOLUZZI,280;89254620;JARAGUA DO SUL;SC;22/11/2018;BMB MATERIAL DE CONSTRUCAO S.A;23.476.033/0017-75;14492542�;AV BRASIL,22693;21670000;RIO DE JANEIRO;RJ;28/08/2024;CLAW COML IMPORTADORA E EXPORT;13.890.656/0001-79;JOI;';';;;20000001;RIO DE JANEIRO;RJ;082;07/04/2026;19:08;082;SAIDA DA UNIDADE;Saida da unidade JOINVILLE em 07/04/26, 19:08h. Previsao de chegada na unidade RIO DE JANEIRO em 08/04/26, 12:00h.;COMBINADA;8,52%;101,32;16,98;12,00;36,59;35,60;0,00;0,00;8,92;0,00;95,00;0,00;0,00;6,35;0,00;0,00;0,00;0,00;4,15;0,00;304,91;6353;BANCO;;304,91;0,00;;;0;0;0;  0000000;JOI;1327;4;ARIO DOS SANTOS               ;NORMAL;S;0,00;         0,00;         0,00;0,00;0,26;2,33;
3;JOI;121812-3;001;120041;C;42260431541869000177570010001200411000337010�;PENDENTE;07/04/2026;17:20;1;095147;�1-95225;13/04/2026;RJO;RJOR;SAO GONCALO;RJ;00019;000001;SXZ2I68;;0,0000;0,0000;141,68;0,0000;141,68;7.038,77;CIF;PENDENTE;0;;CLAW COML IMPORTADORA E EXPORT;13.890.656/0001-79;256449201�;RUA LENO NICOLUZZI,280;89254620;JARAGUA DO SUL;SC;22/11/2018;BMB MATERIAL DE CONSTRUCAO S/A;23.476.033/0007-01;12679947�;RUA VISCONDE DE ITAUNA,545;24431182;SAO GONCALO;RJ;05/08/2025;CLAW COML IMPORTADORA E EXPORT;13.890.656/0001-79;JOI;';';;;24400001;SAO GONCALO;RJ;082;07/04/2026;19:08;082;SAIDA DA UNIDADE;Saida da unidade JOINVILLE em 07/04/26, 19:08h. Previsao de chegada na unidade RIO DE JANEIRO em 08/04/26, 12:00h.;COMBINADA;10,10%;157,48;28,16;12,00;47,34;35,60;0,00;0,00;14,08;0,00;95,00;0,00;0,00;12,70;0,00;0,00;0,00;0,00;4,15;0,00;394,51;6353;BANCO;;394,51;0,00;;;0;0;0;  0000000;JOI;1327;4;ARIO DOS SANTOS               ;NORMAL;S;0,00;         0,00;         0,00;0,00;0,33;3,01;
3;JOI;121813-1;001;120042;C;42260431541869000177570010001200421000337026�;PENDENTE;07/04/2026;17:21;1;095229;�;17/04/2026;RJO;RJOI;SAQUAREMA;RJ;00005;000001;SXZ2I68;;0,0000;0,0000;43,72;0,0000;43,72;1.758,97;CIF;PENDENTE;0;;CLAW COML IMPORTADORA E EXPORT;13.890.656/0001-79;256449201�;RUA LENO NICOLUZZI,280;89254620;JARAGUA DO SUL;SC;22/11/2018;COSTA ELETRICA E HIDRAULICA LT;60.218.386/0001-34;15427515�;ESTRADA LATINO MELO S/N,SN;28995104;SAQUAREMA;RJ;26/11/2025;CLAW COML IMPORTADORA E EXPORT;13.890.656/0001-79;JOI;';';;;28990001;SAQUAREMA;RJ;082;07/04/2026;19:08;082;SAIDA DA UNIDADE;Saida da unidade JOINVILLE em 07/04/26, 19:08h. Previsao de chegada na unidade RIO DE JANEIRO em 08/04/26, 12:00h.;COMBINADA;35,34%;118,86;8,79;12,00;19,93;0,00;0,00;0,00;4,45;0,00;0,00;0,00;0,00;6,35;0,00;0,00;0,00;0,00;4,15;0,00;166,05;6353;BANCO;;166,05;0,00;;;0;0;0;  0000000;JOI;1327;4;ARIO DOS SANTOS               ;NORMAL;N;0,00;         0,00;         0,00;0,00;0,14;1,27;
3;JOI;121814-0;001;120044;C;42260431541869000177570010001200441000337047�;PENDENTE;07/04/2026;17:22;1;095148;�1-95223;13/04/2026;RJO;RJOP;RIO DE JANEIRO;RJ;00021;000001;SXZ2I68;;0,0000;0,0000;221,49;0,0000;221,49;9.574,23;CIF;PENDENTE;0;;CLAW COML IMPORTADORA E EXPORT;13.890.656/0001-79;256449201�;RUA LENO NICOLUZZI,280;89254620;JARAGUA DO SUL;SC;22/11/2018;BMB MAT DE CONSTRUCAO S A;23.476.033/0005-31;12010753�;BRASIL,03666;20930040;RIO DE JANEIRO;RJ;30/08/2021;CLAW COML IMPORTADORA E EXPORT;13.890.656/0001-79;JOI;';';;;20000001;RIO DE JANEIRO;RJ;082;07/04/2026;19:08;082;SAIDA DA UNIDADE;Saida da unidade JOINVILLE em 07/04/26, 19:08h. Previsao de chegada na unidade RIO DE JANEIRO em 08/04/26, 12:00h.;COMBINADA;9,35%;222,52;38,30;12,00;62,36;35,60;0,00;0,00;19,15;0,00;118,57;0,00;0,00;19,05;0,00;0,00;0,00;0,00;4,15;0,00;519,70;6353;BANCO;;519,70;0,00;;;0;0;0;  0000000;JOI;1327;4;ARIO DOS SANTOS               ;NORMAL;S;0,00;         0,00;         0,00;0,00;0,44;3,97;
